file_name,dominant_pitch_Hz,noise_level_RMS
1-100032-A-0.wav,1703.2648256282257,0.012206589
1-100038-A-14.wav,2655.4013564717984,0.04847725
1-100210-A-36.wav,1109.211414743094,0.27108514
1-100210-B-36.wav,1115.2700476275115,0.27486768
1-101296-A-19.wav,218.15307693514745,0.010466913
1-101296-B-19.wav,217.05272354597622,0.014541084
1-101336-A-30.wav,287.22244815772706,0.055624165
1-101404-A-34.wav,1893.6274528542422,0.017991921
1-103298-A-9.wav,244.4578285990758,0.12398288
1-103995-A-30.wav,1788.6936446982536,0.022094125
1-103999-A-30.wav,1630.9136704594828,0.013297153
1-104089-A-22.wav,1243.362060755317,0.07644278
1-104089-B-22.wav,1452.9338020808302,0.077793784
1-105224-A-22.wav,1113.734389293529,0.19075401
1-110389-A-0.wav,2000.7047241518305,0.01103495
1-110537-A-22.wav,1525.8950734045022,0.41921756
1-115521-A-19.wav,217.05885596637978,0.042964976
1-115545-A-48.wav,456.09514989883843,0.007996762
1-115545-B-48.wav,323.7370209334182,0.012418388
1-115545-C-48.wav,428.06728289806057,0.013056543
1-115546-A-48.wav,255.53932815320815,0.0120178815
1-115920-A-22.wav,1629.520485292218,0.023104135
1-115920-B-22.wav,1436.0289060698424,0.032468844
1-115921-A-22.wav,1655.9487587456072,0.018242307
1-116765-A-41.wav,402.914659825384,0.1608908
1-11687-A-47.wav,237.49198783040669,0.18343607
1-118206-A-31.wav,1487.6232804552951,0.0059462655
1-118559-A-17.wav,2034.4846984160552,0.007446306
1-119125-A-45.wav,199.2774835990977,0.15079924
1-121951-A-8.wav,717.6895969381535,0.0108462
1-12653-A-15.wav,293.61899626587405,0.020260144
1-12654-A-15.wav,257.60937938338736,0.0072586597
1-12654-B-15.wav,241.12497068189953,0.0066684615
1-13571-A-46.wav,358.8255174599874,0.1436114
1-13572-A-46.wav,696.3900441860383,0.08392522
1-13613-A-37.wav,1871.319626288989,0.12686597
1-137-A-32.wav,1437.168590163701,0.010248795
1-137296-A-16.wav,210.8318176383426,0.15306166
1-14262-A-37.wav,3893.7395676172464,0.06276779
1-155858-A-25.wav,431.2162429828546,0.010044239
1-155858-B-25.wav,468.1348880588072,0.00942739
1-155858-C-25.wav,561.6122560419612,0.010337495
1-155858-D-25.wav,457.5611023420554,0.012894943
1-155858-E-25.wav,270.74407148260514,0.023517193
1-155858-F-25.wav,389.65471679535653,0.007688423
1-15689-A-4.wav,2054.7624598230523,0.043865565
1-15689-B-4.wav,1961.9950563318603,0.038596027
1-160563-A-48.wav,533.0791360753659,0.013174073
1-160563-B-48.wav,342.827050580875,0.012117806
1-16568-A-3.wav,653.5894871769985,0.123975724
1-16746-A-15.wav,1748.9013914548223,0.0057815886
1-17092-A-27.wav,2070.1625714689944,0.010288185
1-17092-B-27.wav,1134.6786120596287,0.006917053
1-17124-A-43.wav,2017.654625541014,0.017175205
1-17150-A-12.wav,228.46725111208008,0.023815993
1-172649-A-40.wav,207.08129236911728,0.1795428
1-172649-B-40.wav,213.023838600453,0.1714675
1-172649-C-40.wav,199.31367587487472,0.14965332
1-172649-D-40.wav,217.4625702249546,0.168936
1-172649-E-40.wav,171.77100654033995,0.16644919
1-172649-F-40.wav,194.97909558557197,0.17108889
1-17295-A-29.wav,642.7110156654401,0.03921389
1-17367-A-10.wav,2182.6839828307548,0.08697802
1-17565-A-12.wav,362.2264754930062,0.02412749
1-17585-A-7.wav,427.56418107842046,0.03986266
1-17742-A-12.wav,218.09886967073294,0.0086957095
1-17808-A-12.wav,212.98655319335683,0.048724595
1-17808-B-12.wav,196.20928893691314,0.028649075
1-1791-A-26.wav,1187.5190021592769,0.016507726
1-17970-A-4.wav,1481.8220027046837,0.097401045
1-18074-A-6.wav,792.3154635601936,0.02111855
1-18074-B-6.wav,726.9370466787807,0.025439579
1-181071-A-40.wav,354.06654701073614,0.104172416
1-181071-B-40.wav,352.45572962961,0.12849832
1-18527-A-44.wav,438.08982243624314,0.06849881
1-18527-B-44.wav,222.504078560539,0.116012044
1-18631-A-23.wav,198.29881127226497,0.035601508
1-18655-A-31.wav,1968.0762724697934,0.006591749
1-187207-A-20.wav,815.8656873611458,0.11772484
1-18755-A-4.wav,1509.6995362828534,0.090894766
1-18755-B-4.wav,1371.9712632922058,0.07628185
1-18757-A-4.wav,1280.4485687967372,0.07444287
1-18810-A-49.wav,730.9635130012124,0.05584428
1-19026-A-43.wav,1031.2867597712093,0.039344396
1-19111-A-24.wav,1825.1269658288636,0.018171176
1-19118-A-24.wav,1813.1379050130577,0.00552425
1-19501-A-7.wav,1246.7676254731928,0.017379299
1-196660-A-8.wav,553.6493435237769,0.039043594
1-196660-B-8.wav,366.1789820278861,0.03937835
1-19840-A-36.wav,306.9994438979164,0.026872749
1-19872-A-36.wav,309.7909628527936,0.10199116
1-19872-B-36.wav,309.34816922840315,0.07707445
1-19898-A-41.wav,288.26492295579834,0.055104002
1-19898-B-41.wav,304.18914100235537,0.10809268
1-19898-C-41.wav,319.2044061528023,0.09413331
1-20133-A-39.wav,736.3702376455796,0.09659453
1-202111-A-3.wav,178.7811773616262,0.13212499
